geration,id,w1,w2,w3
0,0,1,1,1
0,0,-4.037763791450288,0.7658240184012541,3.044266248688249
0,1,-4.585401822500259,7.512252112620118,-13.61861367617312
0,2,1.740829670510525,0.3473098074027803,7.706989675103003
0,3,3.367313023224181,10.429793840240237,-12.330426451194661
0,4,-18.338802279099813,-14.199546584247917,-3.7313173119933474
0,5,-13.612217036228827,0.3725117944942866,9.699161862765266
0,6,11.817049255314622,-3.0540537515994934,-3.4030712263622966
0,7,-13.79987931500108,-17.64727465060252,4.264838393122329
0,8,3.530518495438308,16.53581306219297,-1.579410143738869
0,9,4.282294086562079,16.009894674383993,-13.788704523490036
0,10,2.5510896703213284,9.721340871340075,2.1576613288249114
0,11,11.364696866761062,-18.22722636813916,-12.1663491975198
0,12,-2.346184877072549,3.717229814462506,-13.096735663644395
0,13,-0.29760496824989247,4.6219440479328355,9.026216772170393
0,14,-8.012470573323682,14.510739012648209,-8.553910845322399
1,0,-2.346184877072549,3.717229814462506,-13.096735663644395
1,1,-8.012470573323682,14.510739012648209,-8.553910845322399
1,2,-4.585401822500259,7.512252112620118,-13.61861367617312
1,3,3.530518495438308,16.53581306219297,-1.579410143738869
1,4,4.282294086562079,16.009894674383993,-13.788704523490036
1,5,-2.346184877072549,15.20316429599817,-8.553910845322399
1,6,-8.012470573323682,7.512252112620118,-13.283432064756703
1,7,-5.215824926329455,16.53581306219297,-1.579410143738869
1,8,4.509497952496199,16.009894674383993,-13.788704523490036
1,9,4.282294086562079,3.717229814462506,-13.375157821310152
1,10,-2.346184877072549,14.251599588203707,-8.553910845322399
1,11,-7.809354513187172,7.512252112620118,-13.61861367617312
1,12,-4.559783552136048,16.53581306219297,-1.579410143738869
1,13,3.6303865553768384,16.009894674383993,-13.788704523490036
1,14,4.282294086562079,3.717229814462506,-13.66594540251789
2,0,-2.346184877072549,15.20316429599817,-8.553910845322399
2,1,-4.585401822500259,7.512252112620118,-13.61861367617312
2,2,-5.215824926329455,16.53581306219297,-1.579410143738869
2,3,-8.012470573323682,14.510739012648209,-8.553910845322399
2,4,-7.809354513187172,7.512252112620118,-13.61861367617312
2,5,-2.346184877072549,7.512252112620118,-14.04305253211012
2,6,-4.585401822500259,16.53581306219297,-1.7504450630520219
2,7,-5.215824926329455,15.031843370519692,-8.553910845322399
2,8,-8.012470573323682,7.512252112620118,-13.584424420209803
2,9,-7.809354513187172,15.20316429599817,-8.173773966929557
2,10,-2.346184877072549,7.216302120641063,-13.61861367617312
2,11,-4.585401822500259,16.53581306219297,-2.3830856213413645
2,12,-5.215824926329455,14.510739012648209,-8.04670882911532
2,13,-8.012470573323682,6.604607038687169,-13.61861367617312
2,14,-8.162202254237657,15.20316429599817,-8.553910845322399
3,0,-2.346184877072549,15.20316429599817,-8.553910845322399
3,1,-5.215824926329455,16.53581306219297,-1.579410143738869
3,2,-4.585401822500259,16.53581306219297,-2.3830856213413645
3,3,-8.012470573323682,14.510739012648209,-8.553910845322399
3,4,-8.162202254237657,15.20316429599817,-8.553910845322399
3,5,-2.3434730844684197,16.53581306219297,-1.579410143738869
3,6,-5.215824926329455,16.3716444757279,-2.3830856213413645
3,7,-4.585401822500259,14.510739012648209,-8.022980931705462
3,8,-7.708688266139332,15.20316429599817,-8.553910845322399
3,9,-8.162202254237657,15.248336104416493,-8.553910845322399
3,10,-2.346184877072549,16.53581306219297,-1.6791510403341028
3,11,-4.732794966507386,16.53581306219297,-2.3830856213413645
3,12,-4.585401822500259,14.510739012648209,-8.994570624939925
3,13,-8.728377011118988,15.20316429599817,-8.553910845322399
3,14,-8.162202254237657,15.20316429599817,-8.004483572247183
4,0,-5.215824926329455,16.53581306219297,-1.579410143738869
4,1,-8.728377011118988,15.20316429599817,-8.553910845322399
4,2,-2.3434730844684197,16.53581306219297,-1.579410143738869
4,3,-4.585401822500259,14.510739012648209,-8.994570624939925
4,4,-4.585401822500259,14.510739012648209,-8.022980931705462
4,5,-5.215824926329455,15.20316429599817,-9.517646117388734
4,6,-8.728377011118988,16.66002517164342,-1.579410143738869
4,7,-2.3434730844684197,14.30337738127029,-8.994570624939925
